revenue
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(10423404.5, 19696939]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
""
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(10423404.5, 19696939]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(10423404.5, 19696939]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
(1149870, 10423404.5]
